Rxns,L-arabinose,L-arabinose.1,L-arabinose.2,D-fructose,D-fructose.1,D-fructose.2,D-galactose,D-galactose.1,D-galactose.2,D-galacturonic acid,D-galacturonic acid.1,D-galacturonic acid.2,D-glucose,D-glucose.1,D-glucose.2,D-glucuronic acid,D-glucuronic acid.1,D-glucuronic acid.2,D-mannose,D-mannose.1,D-mannose.2,L-rhamnose,L-rhamnose.1,L-rhamnose.2,D-xylose,D-xylose.1,D-xylose.2,Kruskal-Wallis p-value
3hppdCv_f,0.0009743829676549,0.0009743829676549,0.0009743829676549,0.0005279210526315,0.0005279210526315,0.0005279210526315,0.0005279210526315,0.0005279210526315,0.0005279210526315,0.00054,0.0005279210526316,0.0005279210526313,0.00054,0.00054,0.00054,0.0005279210526315,0.0005279210526315,0.0005279210526315,0.0005279210526315,0.0005279210526315,0.0005279210526215,0.0009957935287996,0.0009957935287995,0.0009957935287995,0.0005279210526315,0.0005279210526315,0.0005279210526214,0.0061599369248367935
4ABZt_f,0.0007919940961536,0.0007919940961536,0.0007919940961536,0.0010977050316194,0.0010977050316194,0.0009977006371571,0.0010976833875927,0.0010977017912518,0.0010977017912518,0.0006372216989116,0.000537190639969,0.0005371917773236,0.0009976816290061,0.0009976816290061,0.0009976816290061,0.0007127376434125,0.0008127448121908,0.0007127376434125,0.0009977201893227,0.0010976833820051,0.0009976833820175,0.0011263720709086,0.001026372070908,0.001026372070908,0.000341780648927,0.0003417553689689,0.0005920325255183,0.002307747584736245
4ABZtm_f,0.0005097949057431,0.0005097949057431,0.0005097949057431,0.0007500545777291,0.0007500545777291,0.0008500519753539,0.0007500417602616,0.0007500526588021,0.0007500526588021,0.0004773590085441,0.0004773406156178,0.0004773412891526,0.0007500407188367,0.0007500407188367,0.0007500407188367,0.0007405179590829,0.000640522204392,0.0007405179590829,0.0007500635540334,0.0007500417569526,0.0007500417569599,0.0007078116105227,0.0007078116105223,0.0007078116105223,0.0005098390233244,0.0005098087093983,0.0005098176633908,0.001465933884028155
4H2OGLTtm_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012985905749521,0.0,0.0,0.00199243821104,0.00199243821104,0.00199243821104,0.0,0.0,0.0,0.0,0.0,0.0,0.0019694982537792,0.0,0.0,0.0,0.0,0.0,0.013158179313168858
4HPRO_LTtm_b,0.248834928198687,0.248834928198687,0.248834928198687,0.134093031136965,0.134093031136965,0.134093174433035,0.134073496902811,0.13407289645094,0.13407289645094,0.149551460511525,0.149676301870905,0.0,0.136511474966645,0.136511474966645,0.136511474966645,0.142674508079843,0.142657444356314,0.142674508079843,0.134072295815545,0.134073496719324,0.134073496718929,0.0,0.134550449160307,0.134550449160307,0.118772210715493,0.118873384630088,0.11887338753478,0.018291177120493385
4HPRO_LTtm_f,0.0,0.0,0.0,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.009527223919094828
4MLAI,0.0007919940961536,0.0007919940961536,0.0007919940961536,0.0010977050316194,0.0010977050316194,0.0009977006371571,0.0010976833875927,0.0010977017912518,0.0010977017912518,0.0006372216989116,0.000537190639969,0.0005371917773236,0.0009976816290061,0.0009976816290061,0.0009976816290061,0.0007127376434125,0.0008127448121908,0.0007127376434125,0.0009977201893227,0.0010976833820051,0.0009976833820175,0.0011263720709086,0.001026372070908,0.001026372070908,0.000341780648927,0.0003417553689689,0.0005920325255183,0.002307747584736245
4MOPDC,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99999999748979e-05,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0016805928678357584
4MZYMR_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002607248523894,0.0002607261147465,0.0002607248523894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010839204537312856
4MZYMR_f,0.0002218539081426,0.0002218539081426,0.0002218539081426,0.0002932959382661,0.0002932959382661,0.000293295164441,0.0002932921269485,0.0002932953676666,0.0002932953676666,0.0002122089838587,0.0002122035146595,0.0002122037149374,0.0002932918172773,0.0002932918172773,0.0002932918172773,0.0,0.0,0.0,0.0002932986074007,0.0002932921259646,0.0002932921259668,0.0002807348483806,0.0002807348483805,0.0002807348483805,0.0002218670266553,0.0002218580127064,0.0002218606752065,0.0014893991462245789
5AOPt2,0.0001218539081426,0.0001218539081426,0.0001218539081426,0.0001932959382661,0.0001932959382661,0.000193295164441,0.0001932921269485,0.0001932953676666,0.0001932953676666,0.0001122089838587,0.0001122035146595,0.0001122037149374,0.0001932918172773,0.0001932918172773,0.0001932918172773,0.0,0.0,0.0,0.0001932986074007,0.0001932921259646,0.0001932921259668,0.0001807348483806,0.0001807348483805,0.0001807348483805,0.0001218670266553,0.0001218580127064,0.0001218606752065,0.0014893991462245789
5AOPtm_f,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0010502997311105284
5FLURAt_b,0.0001382787145997,0.0001382787145997,0.0001382787145997,0.0001,0.0001,9.9999999999989e-05,0.0001607200398791,0.0001607210579057,0.0001607210579057,0.000135248895453,0.0001,0.0001352472402944,0.0001607199426002,0.0001607199426002,0.0001607199426002,0.0001,0.0001,0.0001,0.0001607220756232,0.00016072003957,0.0001607200395707,0.000156775345041,0.000156775345041,0.000156775345041,0.0001382828355985,0.0001397686708134,0.000138280840379,0.0013260449088956484
5HYHL_f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004540117598775,0.0004540117598775,0.0004540117598775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001050299731110537
6MPURPRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048339858910167,0.0048339858910167,0.0036580195034566,0.0,0.0036579015117152,0.0449836054835678
6MPURt_b,0.0003601326227423,0.0003601326227423,0.0003601326227423,0.0651371416053193,0.0651371416053193,0.065237221026382,0.0004540121668277,0.0,0.0,0.0003474578793117,0.0003122035146595,0.205964134378328,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0004540206830239,0.0004540121655346,0.065097052670821,0.172270193406416,0.172120193406381,0.172120193406381,0.0003601498622539,0.0003616266835198,0.0003601415155855,0.009734922271652326
6PGLter_b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004540164255724,0.0004540164255724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03408383458492487
A1E_b,0.0001218539081426,0.0001218539081426,0.0001218539081426,0.0001932959382661,0.0001932959382661,0.000293295164441,0.0001932921269485,0.0001932953676666,0.0001932953676666,0.0001122089838587,0.0001122035146595,0.0001122037149374,0.0001932918172773,0.0001932918172773,0.0001932918172773,0.0002607248523894,0.0001607261147465,0.0002607248523894,0.0001932986074007,0.0001932921259646,0.0001932921259668,0.0001807348483806,0.0001807348483805,0.0001807348483805,0.0001218670266553,0.0001218580127064,0.0001218606752065,0.003822007257241713
A1E_f,0.0003388166471972,0.0003388166471972,0.0003388166471972,0.0004788330517848,0.0004788330517848,0.0004788315351951,0.0004788255821343,0.0004788319334898,0.0004788319334898,0.0003199139421873,0.0004199032233206,0.000319903615837,0.0004788249752224,0.0004788249752224,0.0004788249752224,0.0003149982709133,0.000315000744957,0.0003149982709133,0.000478838282916,0.0004788255802062,0.0004788255802101,0.0004542150693391,0.000454215069339,0.000454215069339,0.000338842357651,0.0003388246915692,0.0003388299096978,0.0018789305102468689
AASAD1,9.78233817547682e-05,9.78233817547682e-05,9.78233817547682e-05,0.0001551764949429,0.0001551764949429,0.0001551758737215,0.0001551734352462,0.0001551760368702,0.0001551760368702,9.00805106021338e-05,9.00761199710506e-05,9.00762807523689e-05,0.000155173186645,0.000155173186645,0.000155173186645,0.0001290286773108,0.0001290296907215,0.0001290286773108,0.0001551786377036,0.0001551734344565,0.0001551734344579,0.000145092548438,0.000145092548438,0.000145092548438,9.78339131963666e-05,9.78266768670833e-05,9.78288143017811e-05,0.0014893991462245789
AASAD2,0.0003388166471972,0.0003388166471972,0.0003388166471972,0.0004788330517848,0.0004788330517848,0.0004788315351951,0.0004788255821343,0.0004788319334898,0.0004788319334898,0.0003199139421873,0.0004199032233206,0.000319903615837,0.0004788249752224,0.0004788249752224,0.0004788249752224,0.0003149982709133,0.000315000744957,0.0003149982709133,0.000478838282916,0.0004788255802062,0.0004788255802101,0.0004542150693391,0.000454215069339,0.000454215069339,0.000338842357651,0.0003388246915692,0.0003388299096978,0.0018789305102468689
AASPm,0.0001,0.0001,0.0001,2.43940889783361e-05,2.43940889783361e-05,2.43941335441797e-05,2.43943084782993e-05,2.43941218400848e-05,2.43941218400848e-05,2.90640182897553e-05,2.90643332698123e-05,2.9064321735442e-05,2.43943263127674e-05,2.43943263127674e-05,2.43943263127674e-05,2.62699106780375e-05,2.62698379768436e-05,2.62699106780375e-05,2.43939352585423e-05,2.43943085349659e-05,2.43943085348397e-05,0.0001,0.0001,0.0001,2.85077959297402e-05,2.85083150576904e-05,2.8508161719988e-05,0.00149372965307038
AATA_b,0.0007919940961536,0.0007919940961536,0.0007919940961536,0.0010977050316194,0.0010977050316194,0.0009977006371571,0.0010976833875927,0.0010977017912518,0.0010977017912518,0.0006372216989116,0.000537190639969,0.0005371917773236,0.0009976816290061,0.0009976816290061,0.0009976816290061,0.0007127376434125,0.0008127448121908,0.0007127376434125,0.0009977201893227,0.0010976833820051,0.0009976833820175,0.0011263720709086,0.001026372070908,0.001026372070908,0.000341780648927,0.0003417553689689,0.0005920325255183,0.002307747584736245
AATA_f,0.0027220645746735,0.0027220645746735,0.0027220645746735,0.0043050286338051,0.0043050286338051,0.0046050144861736,0.0046061590190092,0.0046062199648703,0.0046062199648703,0.0025812865060324,0.0027224383550933,0.0027811874172088,0.0039061531952452,0.0039061531952452,0.0039061531952452,0.0035095405087728,0.0034937133863941,0.0035095405087728,0.0046062808922247,0.0045061590005052,0.0045061590005449,0.004432213362855,0.0043322133628537,0.0043322133628537,0.002662918389412,0.0029642375373607,0.0029627989422687,0.0019904902545192092
AATCm_f,0.0001382787145997,0.0001382787145997,0.0001382787145997,0.0001,0.0001,0.0001,0.0001607200398791,0.0001607210579057,0.0001607210579057,0.000135248895453,0.0001,0.0001352472402944,0.0001607199426002,0.0001607199426002,0.0001607199426002,0.0001,0.0001504898789779,0.0001,0.0001607220756232,0.00016072003957,0.0001607200395707,0.000156775345041,0.000156775345041,0.000156775345041,0.0001382828355985,0.0001397686708134,0.000138280840379,0.0021897284099405595
ABOR,0.0002388166471972,0.0002388166471972,0.0002388166471972,0.0003788330517848,0.0003788330517848,0.0003788315351951,0.0003788255821343,0.0003788319334898,0.0003788319334898,0.0002199139421873,0.0002199032233206,0.000219903615837,0.0003788249752224,0.0003788249752224,0.0003788249752224,0.0003149982709133,0.000315000744957,0.0003149982709133,0.000378838282916,0.0003788255802062,0.0003788255802101,0.0003542150693391,0.000354215069339,0.000354215069339,0.000238842357651,0.0002388246915692,0.0002388299096978,0.001502884894402016
ABTA,9.78233817547682e-05,9.78233817547682e-05,9.78233817547682e-05,0.0001551764949429,0.0001551764949429,0.0001551758737215,0.0001551734352462,0.0001551760368702,0.0001551760368702,9.00805106021338e-05,9.00761199710506e-05,9.00762807523689e-05,0.000155173186645,0.000155173186645,0.000155173186645,0.0001290286773108,0.0001290296907215,0.0001290286773108,0.0001551786377036,0.0001551734344565,0.0001551734344579,0.000145092548438,0.000145092548438,0.000145092548438,9.78339131963666e-05,9.78266768670833e-05,9.78288143017811e-05,0.0014893991462245789
ABUTt2r_b,0.0008074682185296,0.0008074682185296,0.0008074682185296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001050299731110537
ABUTt2r_f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001050299731110537
ACCOACrm_b,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0010502997311105284
